Rack #,,Bag #,30,40,N,50,60,E,Area 1,Burial Number,Cluster #,Date,Previously Sampled,Notes,Initials,,,,,,,,
24,,-,160,170,N,10,20,E,SW,54-03,,,,Beard and skin; UKN,MBB,,,,,,,,
26,,-,160,170,N ,10,20,E ,SW,54-04,,,,Tissue from mouth and nostrils; UKN,MBB,,,,,,,,
2,,-,160,170,N,10,20,E,SW,54-05,,,Yes,8 teeth; adullt,MBB,,,,,,,,
9,,-,160,170,N,10,20,E,SW,54-06,,,,9 teeth; child,MBB,,,,,,,,
18,,,160,170,N,10,20,E ,SW,55-01,,,Yes,,AWA,,,,,,,,
17,,-,160,170,N,10,20,E ,SW,55-02,,,,Powdered tissue sample,MBB,,,,,,,,
24,,-,160,170,N,10,20,E ,SW,55-03,,,,Scalp and hair; UKN,MBB,,,,,,,,
24,,-,160,170,N,10,20,E ,SW,55-04,,,,Tissue; UKN,MBB,,,,,,,,
21,,-,160,170,N,10,20,E ,SW,55-05,,,,Tissue lining inside of skull,MBB,,,,,,,,
10,,,160,170,N,10,20,E ,SW,55-06,,,,6 TEETH; ADULT,CIE,,,,,,,,
9,,-,160,170,N,10,20,E,SW,56,,,Yes,5 teeth; adult,MBB,,,,,,,,
24,,-,160,170,N,10,20,E,SW,56 - 01,,,,Bone fragments (foot); UKN,MBB,,,,,,,,
10,,,160,170,N,10,20,E,SW,56-03,,,,9 TEETH; ADULT *1ST VILE W/ #30 TEETH,CIE,,,,,,,,
22,,-,160,170,N,10,20,E,SW,56-04,,,,HAIR IN SCALP,GM,,,,,,,,
-,,5,160,170,N,10,20,E,SW,57 - 02,,1993,,"7 tubes with tissue, including intestinal fragment; UKN (""SOHAG"") written on bag",MBB,,,,,,,,
2,,-,160,170,N,10,20,E ,SW,57-01,,,,8 teeth; adult,MBB,,,,,,,,
21,,-,160,170,N,10,20,E ,SW,57-03,,,,Tissue sample,MBB,,,,,,,,
10,,,160,170,N,10,20,E ,SW,57-04,,,,"16-18 TEETH; ADULT, FRAGMENTED *2ND VILE W/ #30 TEETH",CIE,,,,,,,,
24,,-,160,170,N,10,20,E ,SW,57-05,,,,Scalp and hair; UKN,MBB,,,,,,,,
25,,-,160,170,N,10,20,E ,SW,58-01,,,,1 rib fragment; adult,MBB,,,,,,,,
26,,-,160,170,N,10,20,E ,SW,58-02,,,,Brain; UKN,MBB,,,,,,,,
21,,-,160,170,N,10,20,E ,SW,58-03,,,,Tissue from mouth and upper jaw,MBB,,,,,,,,
-,,5,160,170,N,10,20,E ,SW,58-04,,1993,,Rib fragment; UKN,MBB,,,,,,,,
22,,-,160,170,N,10,20,E ,SW,58-05,,,,MISC. TISSUE,GM,,,,,,,,
26,,-,160,170,N,10,20,E,SW,59-02,,,,Tissue from femur; UKN,MBB,,,,,,,,
16,,-,160,170,N,10,20,E,SW,59-03,,,,4 rib fragments and tissue; child,MBB,,,,,,,,
,,6,160,170,N,10,20,E,SW,59-04,,,,TEETH- POSSIBLY 1998,GM,,,,,,,,
-,,5,160,170,N,10,20,E,SW,59-05,,1993,,"""Mummy 23. Sample 2 F--- and Re-----"" - written on bag ""Beetle exoskeleton "" - written on tube in bag",MBB,,,,,,,,
24,,-,160,170,N,10,20,E,SW,6-01,,,,Skin and muscle from femur; UKN,MBB,,,,,,,,
14,,-,160,170,N,10,20,E,SW,6-02,,,,bone fragments; UKN,MBB,,,,,,,,
5,,,160,170,N,10,20,E,SW,6-03,,,,12 teeth; adult,MBB,,,,,,,,
24,,-,160,170,N,10,20,E,SW,6-04,,,,Scalp and hair; fragments of skull with membrane; UKN,MBB,,,,,,,,
,,7,160,170,N,10,20,E,SW,6-05,,,,INSIDE THE CHEST,GM,,,,,,,,
10,,,160,170,N,10,20,E,SW,60-02,,,,16 TEETH AND FRAGMENTS; ADULT,CIE,,,,,,,,
10,,,160,170,N,10,20,E,SW,60-03,,,,6 TEETH; ADULT,CIE,,,,,,,,
5,,,160,170,N,10,20,E,SW,60-03,,,,12 teeth; adult,MBB,,,,,,,,
24,,-,160,170,N,10,20,E,SW,7,,,,Tissue (muscle?); UKN,MBB,,,,,,,,
19,,-,160,170,N,10,20,E,SW,8-01,,,,Bones (ribs and other); tissue; fetus,MBB,,,,,,,,
1,,-,160,170,N,10,20,E,SW,8-02,,,,~12 teeth; child,AWA,,,,,,,,
34,,,160,170,N,10,20,E,SW,8-03,,1998,,Internal,AWA,,,,,,,,
14,,-,160,170,N,10,20,E,SW,8-04,,,,2 teeth; adult,MBB,,,,,,,,
4,,-,160,170,N,10,20,E,SW,9-03,,,,6 teeth; adult,MBB,,,,,,,,
21,,-,160,170,N,10,20,E,SW,9-04,,,,Bone fragments,MBB,,,,,,,,
,,6,160,170,N,10,20,E,SW,,,,,TEETH- POSSIBLY 1998,GM,,,,,,,,
10,,,160,170,N,10,20,E,SW,,,,,7 TEETH; ADULT (ONE IS BROKEN),CIE,,,,,,,,
-,,5,160,170,N ,10,20,E ,SW,,,1993,,Tooth fragments; UKN,MBB,,,,,,,,
10,,,160,170,N,10,20,E,SW,,,,,12 TEETH; ADULT,CIE,,,,,,,,
,,7,160,170,N,10,20,E,SW,,,,,HAIR,GM,,,,,,,,
5,,,160,170,N,20,30,E,SW,2.,,,,Hair; UKN,MBB,,,,,,,,
24,,-,160,170,N,20,30,E,SW,4.,,,,Hair and scalp; UKN,MBB,,,,,,,,
,,7,160,170,N,20,30,E,SW,4.,,,,BONES,GM,,,,,,,,
10,,,160,170,N,20,30,E,SW,5.,,,YES,"6 TEETH, ADULT, UNK BONE FRAGMENTS *1ST #39 VILE W/ TEETH",CIE,,,,,,,,
7,,,160,170,N,20,30,E,SW,10.,,,,RIBS,GM,,,,,,,,
,,7,160,170,N,20,30,E,SW,12.,,,,RIBS,GM,,,,,,,,
21,,-,160,170,N,20,30,E,SW,13.,,,,Powdered tooth sample,MBB,,,,,,,,
17,,-,160,170,N,20,30,E,SW,14.,,,,Powdered tissue sample,MBB,,,,,,,,
21,,-,160,170,N,20,30,E,SW,15.,,,,Powdered eye sample,MBB,,,,,,,,
21,,-,160,170,N,20,30,E,SW,16.,,,,Powdered tissue sample,MBB,,,,,,,,
17,,-,160,170,N,20,30,E,SW,16.,,,,Empty tube with dust residue,MBB,,,,,,,,
16,,-,160,170,N,20,30,E,SW,11,,,,2 rib fragments; child,MBB,,,,,,,,
6,,-,160,170,N,20,30,E,SW,12,,,,~7 broken teeth and fragments; adult,MBB,,,,,,,,
9,,-,160,170,N,20,30,E,SW,13,,,Yes,3 teeth; adult,MBB,,,,,,,,
14,,,160,170,N,20,30,E,SW,14,,,,~10 bone fragments (ribs); adult,MBB,,,,,,,,
23,,,160,170,N,20,30,E,SW,15,,,,BONE POWDER,GM,,,,,,,,
17,,-,160,170,N,20,30,E,SW,16,,,,Tissue sample,MBB,,,,,,,,
10,,,160,170,N,20,30,E,SW,17,,,,12 TEETH; ADULT AND FRAGMENTS *2ND #39 VILE W/ TEETH,CIE,,,,,,,,
24,,-,160,170,N,20,30,E,SW,2,,,,Tissue; UKN,MBB,,,,,,,,
,,7,160,170,N,20,30,E,SW,3,,,Y,TEETH,GM,,,,,,,,
24,,-,160,170,N,20,30,E,SW,5,,,,Brain; UKN,MBB,,,,,,,,
21,,-,160,170,N,20,30,E,SW,9,,,,Powdered tooth sample,MBB,,,,,,,,
21,,-,160,170,N,20,30,E,SW,,,,,Soft tissue,MBB,,,,,,,,
6,,-,160,170,N,30,40,E,SW,10.,,,,5 teeth; adult,MBB,,,,,,,,
14,,-,160,170,N,30,40,E,SW,12.,,,,1 bone; UKN,MBB,,,,,,,,
14,,-,160,170,N,30,40,E,SW,20.,,,,~7 rib fragments; child,MBB,,,,,,,,
,,7,160,170,N,30,40,E,SW,26.,,,,RADIUS ??,GM,,,,,,,,
24,,-,160,170,N,30,40,E,SW,27.,,,,Hair; UKN,MBB,,,,,,,,
24,,-,160,170,N ,30,40,E,SW,28.,,,,Tissue; UKN,MBB,,,,,,,,
5,,,160,140,N,30,40,E,SW,6/8,,,,5 teeth; adult,MBB,,,,,,,,
24,,-,160,170,N,30,40,E,SW,9/21,,,,Eye; UKN,MBB,,,,,,,,
25,,-,160,170,N,30,40,E,,,,,,"bone fragments (skull, jaw); child",MBB,,,,,,,,
29,,-,190,200,N,10,30,E,SE,47.,,,,2 TEETH CHILD,CIE,,,,,,,,
10,,,190,200,N,20,30,E,SE,2.,,,,5 TEETH; ADULT  (ONE IS BROKEN),CIE,,,,,,,,
24,,-,190,200,N,20,30,E,SE,6.,,,,Muscles from arm; UKN,MBB,,,,,,,,
22,,-,190,200,N,20,30,E,SE,7.,,,,HAIR,GM,,,,,,,,
24,,-,190,200,N,20,30,E,SE,11.,,,,Muscle from femur; UKN,MBB,,,,,,,,
24,,-,190,200,N,20,30,E,SE,13.,,,,Brain; UKN,MBB,,,,,,,,
9,,-,190,200,N,20,30,E,SE,19.,,,,13 teeth; adult,MBB,,,,,,,,
19,,-,190,200,N,20,30,E,SE,20.,,,,Jaw with teeth and tissue; child,MBB,,,,,,,,
31,,,190,200,N,20,30,E,SE,21.,,,,"""#3 or 2; ear""",AWA,,,,,,,,
5,,,190,200,N,20,30,E,SE,22.,,,,6 teeth; adult,MBB,,,,,,,,
16,,-,190,200,N,20,30,E,SE,24.,,,,1 rib fragment; adult,MBB,,,,,,,,
27,,-,190,200,N,20,30,E,SE,30.,,,,5 bones and tissue from foot; UKN,MBB,,,,,,,,
29,,-,190,200,N,20,30,E,SE,31.,,,,TEETH,GM,,,,,,,,
17,,-,190,200,N,20,30,E,SE,32.,,,,Empty tube with dust residue,MBB,,,,,,,,
17,,-,190,200,N,20,30,E,SE,33.,,,,Bone fragments,MBB,,,,,,,,
24,,-,190,200,N,20,30,E,SE,38.,,,,Scalp and hair; UKN,MBB,,,,,,,,
1,,-,190,200,N,20,30,E,SE,41.,,,,~10 teeth; child,AWA,,,,,,,,
21,,-,190,200,N,20,30,E,SE,46.,,,,Powdered tooth sample,MBB,,,,,,,,
14,,-,190,200,N,20,30,E,SE,34,,,,6 rib fragments; child,MBB,,,,,,,,
26,,-,190,200,N,20,30,E,SE,42,,,,Tissue from head; UKN,MBB,,,,,,,,
14,,-,190,200,N,20,30,E,SE,42,,,,~3 bone fragments (tibia);child,MBB,,,,,,,,
14,,,190,200,N,20,30,E,SE,7,,,,LEG TISSUE,GM,,,,,,,,
5,,,200,210,N,20,30,E,SE,1.,,,,10 teeth; adult,MBB,,,,,,,,
10,,,200,210,N,20,30,E,SE,2.,,,YES,"10 TEETH; ADULT, SOME FRAGMENTS AND 1/2 HAVE BEEN SAMPLED",CIE,,,,,,,,
16,,-,200,210,N,20,30,E,SE,2.,,,,7 bones (foot) and tissue; child,MBB,,,,,,,,
,,7,200,210,N ,20,30,E ,SE,3.,,,,TEETH,GM,,,,,,,,
18,,,200,210,N,20,30,E,SE,5.,,,Yes,Tooth; adult,AWA,,,,,,,,
21,,-,200,210,N,20,30,E,SE,5.,,,,Empty tube with dust residue,MBB,,,,,,,,
26,,-,200,210,N,20,30,E,SE,6.,,,,Tissue from foot; UKN,MBB,,,,,,,,
1,,-,200,210,N,20,30,E,SE,6.,,,,7 teeth; adult,AWA,,,,,,,,
25,,-,200,210,N,20,30,E,SE,6.,,,,bone fragments (skull); child,MBB,,,,,,,,
25,,-,200,210,N,20,30,E,SE,7.,,,,bone fragments; UKN,MBB,,,,,,,,
16,,-,200,210,N,20,30,E,SE,9.,,,,5 rib fragments; child,MBB,,,,,,,,
1,,-,200,210,N,20,30,E,SE,10.,,,,9 teeth; adult,AWA,,,,,,,,
16,,-,200,210,N,20,30,E,SE,10.,,,,6 rib fragments; child,MBB,,,,,,,,
16,,-,200,210,N,20,30,E,SE,11.,,,,1 rib fragment; adult,MBB,,,,,,,,
4,,-,200,210,N,20,30,E,SE,11.,,,Yes,12 teeth; adult,MBB,,,,,,,,
10,,,200,210,N,20,30,E,SE,11.,,,,6 TEETH; ADULT,CIE,,,,,,,,
24,,-,200,210,N,20,30,E,SE,12.,,,,Inside femur; UKN,MBB,,,,,,,,
6,,-,200,210,N,20,30,E,SE,12.,,,Yes,9 teeth; adult,MBB,,,,,,,,
25,,-,200,210,N,20,30,E,SE,13.,,,,~4 bone fragments; UKN,MBB,,,,,,,,
-,,2,200,210,N,20,30,E,SE,14.,,,,"""REED FOR CARBON DATING""",CIE,,,,,,,,
24,,-,200,210,N,20,30,E,SE,14.,,,,"Tissue ""prim?"" - written on tube; UKN",MBB,,,,,,,,
24,,-,200,210,N,20,30,E,SE,14.,,,,Hair; UKN,MBB,,,,,,,,
31,,,200,210,N,20,30,E,SE,15.,,,,Ribs,AWA,,,,,,,,
17,,-,200,210,N,20,30,E,SE,15.,,,,Powdered tissue sample,MBB,,,,,,,,
13,,-,200,210,N,20,30,E,SE,16.,,,,7 teeth; adult,MBB,,,,,,,,
18,,,200,210,N,20,30,E,SE,17.,,,,Broken tooth; child,AWA,,,,,,,,
10,,,200,210,N,20,30,E,SE,18.,,,,4 TEETH; ADULT AND 1 FRAGMENT,CIE,,,,,,,,
24,,-,200,210,N,20,30,E,SE,19.,,,,Brain; UKN,MBB,,,,,,,,
21,,-,200,210,N,20,30,E,SE,19.,,,,Powdered tooth sample,MBB,,,,,,,,
21,,-,200,210,N,20,30,E,SE,19.,,,,Tissue from skull,MBB,,,,,,,,
21,,-,200,210,N,20,30,E,SE,19.,,,,Powdered tooth sample,MBB,,,,,,,,
24,,-,200,210,N,20,30,E,SE,20.,,,,Soft tissue from skull; UKN,MBB,,,,,,,,
5,,,200,210,N,20,30,E,SE,21.,,,Yes,3 teeth; adult,MBB,,,,,,,,
,,6,200,210,N,20,30,E,SE,22.,,,,TEETH,GM,,,,,,,,
26,,-,200,210,N,20,30,E,SE,22.,,,,Tissue from foot; hair; UKN,MBB,,,,,,,,
22,,-,200,210,N,20,30,E,SE,23.,,,,SKIN FROM FOOT,GM,,,,,,,,
14,,-,200,210,N,20,30,E,SE,23.,,,,8 rib fragments; sub-adult,MBB,,,,,,,,
5,,,200,210,N,20,30,E,SE,23.,,,,Brain; UKN,MBB,,,,,,,,
22,,-,200,210,N,20,30,E,SE,23.,,,,HAIR,GM,,,,,,,,
19,,-,200,210,N,20,30,E,SE,25.,,,,Hand sample (tissue and bone); adult,MBB,,,,,,,,
25,,-,200,210,N,20,30,E,SE,25.,,,,Adult rib,AWA,,,,,,,,
16,,-,200,210,N,20,30,E,SE,25.,,,,4 rib fragments; sub-adult,MBB,,,,,,,,
22,,-,200,210,N,20,30,E,SE,26.,,,,HAIR,GM,,,,,,,,
15,,-,200,210,N,20,30,E,SE,27.,,,,BRAIN ?,GM,,,,,,,,
13,,-,200,210,N,20,30,E,SE,28.,,,,5 teeth; adult,MBB,,,,,,,,
,,7,200,210,N,20,30,E,SE,29.,,,,TEETH,GM,,,,,,,,
21,,-,200,210,N,20,30,E,SE,29.,,,,"(""Internal + skin"") - written on tube",MBB,,,,,,,,
15,,-,200,210,N,20,30,E,SE,30.,,,,SKIN ?,GM,,,,,,,,
22,,-,200,210,N,20,30,E,SE,31.,,,,FOOT,GM,,,,,,,,
19,,-,200,210,N,20,30,E,SE,31.,,,,Hand sample (tissue and bone); adult,MBB,,,,,,,,
15,,-,200,210,N,20,30,E,SE,31.,,,,FOOT,GM,,,,,,,,
26,,-,200,210,N,20,30,E,SE,32.,,,,Tissue from foot; UKN,MBB,,,,,,,,
5,,,200,210,N,20,30,E,SE,32.,,,Yes,2 teeth; adult,MBB,,,,,,,,
17,,-,200,210,N,20,30,E,SE,32.,,,,Powdered tissue sample,MBB,,,,,,,,
22,,-,200,210,N,20,30,E,SE,32.,,,,FOOT,GM,,,,,,,,
5,,,200,210,N,20,30,E,SE,32.,,,,Hair and scalp; UKN,MBB,,,,,,,,
14,,,200,210,N,20,30,E,SE,32.,,,,1 rib fragment; sub-adult,MBB,,,,,,,,
16,,-,200,210,N,20,30,E,SE,33.,,,,1 rib fragment; adult,MBB,,,,,,,,
5,,,200,210,N,20,30,E,SE,33.,,,Yes,2 teeth; adult,MBB,,,,,,,,
15,,-,200,210,N,20,30,E,SE,33.,,,,TEETH- CHILD,GM,,,,,,,,
1,,-,200,210,N,20,30,E,SE,34.,,,,14 teeth; adult,AWA,,,,,,,,
26,,-,200,210,N,20,30,E,SE,35.,,,,Tissue from foot; UKN,MBB,,,,,,,,
22,,-,200,210,N,20,30,E,SE,36.,,,,FOOT,GM,,,,,,,,
16,,-,200,210,N,20,30,E,SE,36.,,,,~10 bone fragments (ribs and skull); infant,MBB,,,,,,,,
5,,,200,210,N,20,30,E,SE,37.,,,,Tissue from skull; UKN,MBB,,,,,,,,
22,,-,200,210,N,20,30,E,SE,37.,,,,FOOT,GM,,,,,,,,
21,,-,200,210,N,20,30,E,SE,37.,,,,Tissue sample,MBB,,,,,,,,
26,,-,200,210,N,20,30,E,SE,37.,,,,Tissue from foot; UKN,MBB,,,,,,,,
22,,-,200,210,N,20,30,E,SE,37.,,,,"HAIR. SCALP, TISSUE FROM SKULL",GM,,,,,,,,
20,,-,200,210,N,20,30,E,SE,38.,,,,Foot,AWA,,,,,,,,
26,,-,200,210,N,20,30,E,SE,38.,,,,Tissue from foot; UKN,MBB,,,,,,,,
22,,-,200,210,N,20,30,E,SE,39.,,,,TISSUE FROM SKULL,GM,,,,,,,,
19,,-,200,210,N,20,30,E,SE,39.,,,,"""Maxilla teeth, pieces of skull"" - written on tube; child",MBB,,,,,,,,
,,7,200,210,N,20,30,E,SE,40.,,,,RIBS,GM,,,,,,,,
16,,-,200,210,N,20,30,E,SE,40.,,,,~10 rib fragments; child,MBB,,,,,,,,
17,,-,200,210,N,20,30,E,SE,41.,,,,Empty tube with dust residue,MBB,,,,,,,,
-,,5,200,210,N,20,30,E,SE,41.,,1993,,"3 tubes with resin, beetle samples, and tissue; UKN (""GOLDFINGER"") written on bag",MBB,,,,,,,,
15,,-,200,210,N,20,30,E,SE,42.,,,,TEETH,GM,,,,,,,,
26,,-,200,210,N ,20,30,E ,SE,42.,,,,Tissue from foot; UKN,MBB,,,,,,,,
-,,?,200,210,N,20,30,E,SE,44.,,,,10 RIB FRAGMENTS; ADULT,CIE,,,,,,,,
5,,,200,210,N,20,30,E,SE,44.,,,,7 teeth; adult,MBB,,,,,,,,
26,,-,200,210,N,20,30,E,SE,44.,,,,Tissue from foot; UKN,MBB,,,,,,,,
9,,-,200,210,N,20,30,E,SE,44.,,,,9 teeth; child,MBB,,,,,,,,
-,,1,200,210,N,20,30,E,SE,45.,,,,"WHOLE FOOT, FRAGMENTED",CIE,,,,,,,,
20,,-,200,210,N,20,30,E,SE,46.,,,,Skin,AWA,,,,,,,,
15,,-,200,210,N,20,30,E,SE,46.,,,,TEETH,GM,,,,,,,,
26,,-,200,210,N,20,30,E,SE,48.,,,,Hair; UKN,MBB,,,,,,,,
15,,-,200,210,N,20,30,E,SE,49.,,,,BRAIN,GM,,,,,,,,
26,,-,200,210,N,20,30,E,SE,50.,,,,Brain; UKN,MBB,,,,,,,,
16,,-,200,210,N,20,30,E,SE,50.,,,,2 rib fragments and tissue; adult,MBB,,,,,,,,
11,,,200,210,N,20,30,E,SE,50.,,,,TOOTH-RC,GM,,,,,,,,
17,,-,200,210,N,20,30,E,SE,51.,,,,Powdered tissue sample,MBB,,,,,,,,
9,,-,200,210,N,20,30,E,SE,52.,,,,5 teeth; adult,MBB,,,,,,,,
15,,-,200,210,N,20,30,E,SE,52.,,,,HAIR,GM,,,,,,,,
9,,-,200,210,N,20,30,E,SE,16,,,,18 teeth; adult,MBB,,,,,,,,
15,,-,200,210,N,20,30,E,SE,33,,,,HAIR,GM,,,,,,,,
16,,-,200,210,N,20,30,E,SE,34,,,,5 rib fragments; child,MBB,,,,,,,,
26,,-,200,210,N,20,30,E,SE,51,,,,Scalp and hair; UKN,MBB,,,,,,,,
-,,5,200,210,N,20,30,E,SW,2.,,1993,,Rib; child,MBB,,,,,,,,
11,,,200,210,N,20,30,E,SW,2.,,,,TOOTH- RC,GM,,,,,,,,
15,,-,200,210,N,20,30,E,SW,8.,,,,TISSUE FROM TIBIA,GM,,,,,,,,
25,,-,200,210,N,20,30,E,SW,8.,,,,2 rib fragments; sub-adult,MBB,,,,,,,,
28,,-,200,210,N,20,30,E,SW,8.,,,,6 rib fragments; child,MBB,,,,,,,,
7,,,200,210,N,20,30,E,SW,9.,,,,RIBS,GM,,,,,,,,
26,,-,200,210,N,20,30,E,SW,9.,,,,Tissue from inside femur; UKN,MBB,,,,,,,,
15,,-,200,210,N,20,30,E,SW,9.,,,,TEETH,GM,,,,,,,,
-,,1,200,210,N,20,30,E,SW,11.,,,,Rib fragments; child ,MBB,,,,,,,,
-,,4,200,210,N,20,30,E,SW,11.,,,,5 RIB FRAGMENTS; INFANT,CIE,,,,,,,,
15,,-,200,210,N,20,30,E,SW,11.,,,,BRAIN,GM,,,,,,,,
26,,-,200,210,N,20,30,E,SW,11.,,,,Tissue; UKN,MBB,,,,,,,,
10,,,200,210,N,20,30,E,SW,13.,,,YES,"10-12 TEETH; ADULT, FRAGMENTED. NOT LABLED",CIE,,,,,,,,
21,,-,200,210,N,20,30,E,SW,13.,,,,Tissue sample,MBB,,,,,,,,
1,,-,200,210,N,20,30,E,SW,13.,,,,~12 teeth; child,AWA,,,,,,,,
18,,,200,210,N,20,30,E,SW,14.,,,Yes,"Tooth; UKN ""M4""",AWA,,,,,,,,
,,6,200,210,N,20,30,E,SW,14.,,,,TEETH- POSSIBLY 1998,GM,,,,,,,,
14,,,200,210,N,20,30,E,SW,17.,,,,7 rib fragments; child,MBB,,,,,,,,
15,,-,200,210,N,20,30,E,SW,18.,,,,TEETH AND HAIR,GM,,,,,,,,
21,,-,200,210,N,20,30,E,SW,18.,,,,Skin sample,MBB,,,,,,,,
16,,-,200,210,N,20,30,E,SW,18.,,,,5 rib fragments; sub-adult,MBB,,,,,,,,
21,,-,200,210,N,20,30,E,SW,19.,,,,Tissue from tibia,MBB,,,,,,,,
25,,-,200,210,N,20,30,E,SW,21.,,,,1 bone and fragments; UKN,MBB,,,,,,,,
28,,-,200,210,N,20,30,E,SW,21.,,,,"Bones (longbone, pieces from skull); UKN",MBB,,,,,,,,
5,,,200,210,N,20,30,E,SW,22.,,,,6 teeth; adult,MBB,,,,,,,,
4,,-,200,210,N,20,30,E,SW,23.,,,,4 teeth; adult,MBB,,,,,,,,
31,,,200,210,N,20,30,E,SW,23.,,,,"""Mummified head old; #3 or 2; pieces from face""",AWA,,,,,,,,
31,,,200,210,N,20,30,E,SW,23.,,,,"""#3 or 2; nose""",AWA,,,,,,,,
5,,,200,210,N,20,30,E,SW,31.,,,,11 teeth; adult,MBB,,,,,,,,
6,,-,200,210,N,20,30,E,SW,31.,,,,1 tooth; adult,MBB,,,,,,,,
27,,-,200,210,N,20,30,E,SW,31.,,,,2 bones from foot; UKN,MBB,,,,,,,,
11,,,200,210,N,20,30,E,SW,31.,,,,TOOTH-RC,GM,,,,,,,,
11,,,200,210,N,20,30,E,SW,31.,,,,TOOTH- RC,GM,,,,,,,,
17,,-,200,210,N,20,30,E,SW,36.,,,,Empty tube with dust residue,MBB,,,,,,,,
15,,-,200,210,N,20,30,E,SW,36.,,,,RIBS,GM,,,,,,,,
22,,-,200,210,N,20,30,E,SW,36.,,,,HAIR FROM SCALP,GM,,,,,,,,
2,,-,200,210,N,20,30,E,SW,Above #8,,,,11 teeth; adult,MBB,,,,,,,,
,,7,200,210,N,30,40,E,SW,1.,,,,TEETH,GM,,,,,,,,
14,,,200,210,N,30,40,E,SW,1.,,,,1 bone fragment (tibia); adult,MBB,,,,,,,,
22,,-,200,210,N ,30,40,E ,SW,1.,,,,HAIR,GM,,,,,,,,
14,,,200,210,N,30,40,E,SW,3.,,,,5 bones (foot); UKN (some tissue),MBB,,,,,,,,
1,,-,200,210,N,30,40,E,SW,3.,,,,~10 teeth; adult,AWA,,,,,,,,
1,,-,200,210,N,30,40,E,SW,3.,,,,6 teeth; adult,AWA,,,,,,,,
22,,-,200,210,N,30,40,E,SW,4.,,,,HAIR IN SCALP,GM,,,,,,,,
23,,,200,210,N,30,40,E,SW,4.,,,,HUMOROUS POWDER,GM,,,,,,,,
28,,-,200,210,N,30,40,E,SW,5.,,,,Jaw and teeth; tissue from skull; child,MBB,,,,,,,,
22,,-,200,210,N,30,40,E,SW,5.,,,,HAIR IN SCALP,GM,,,,,,,,
18,,,200,210,N,30,40,E,SW,5.,,,,Broken tooth; child,AWA,,,,,,,,
23,,,200,210,N,30,40,E,SW,6.,,,,BONE POWDER,GM,,,,,,,,
21,,-,200,210,N,30,40,E,SW,6.,,,,Skin dust,MBB,,,,,,,,
21,,-,200,210,N,30,40,E,SW,6.,,,,Bone dust,MBB,,,,,,,,
21,,-,200,210,N,30,40,E,SW,7.,,,,Powdered tissue sample,MBB,,,,,,,,
,,6,200,210,N,30,40,E,SW,7.,,,Y,TOOTH,GM,,,,,,,,
28,,-,200,210,N,30,40,E,SW,10.,,,,"Bones (jaw, ribs, teeth); child",MBB,,,,,,,,
20,,-,200,210,N,30,40,E,SW,10.,,,,Skin,AWA,,,,,,,,
2,,-,200,210,N,30,40,E,SW,10.,,,,9 broken teeth and fragments; adult,MBB,,,,,,,,
18,,,200,210,N,30,40,E,SW,12.,,,,"Broken tooth; child ""M18""",AWA,,,,,,,,
17,,-,200,210,N,30,40,E,SW,12.,,,,Tissue sample,MBB,,,,,,,,
22,,-,200,210,N,30,40,E,SW,15.,,,,HAIR IN SCALP,GM,,,,,,,,
20,,-,200,210,N,30,40,E,SW,15.,,,,Fecal,AWA,,,,,,,,
34,,,200,210,N,30,40,E,SW,15.,,,,Ribs; infant,AWA,,,,,,,,
25,,-,200,210,N,30,40,E,SW,16.,,,,"8 bone fragments (rib, vertebra); child",MBB,,,,,,,,
9,,-,200,210,N,30,40,E,SW,16.,,,,3 teeth; child,MBB,,,,,,,,
20,,-,200,210,N,30,40,E,SW,20.,,,,Skin,AWA,,,,,,,,
14,,,200,210,N,30,40,E,SW,20.,,,,2 rib fragments; adult,MBB,,,,,,,,
-,,1,200,210,N,30,40,E,SW,24.,,,,HAIR,CIE,,,,,,,,
21,,-,200,210,N,30,40,E,SW,25.,,,,Tissue sample,MBB,,,,,,,,
1,,-,200,210,N,30,40,E,SW,25.,,,,4 teeth; adult,AWA,,,,,,,,
21,,-,200,210,N,30,40,E,SW,25.,,,,Tissue sample,MBB,,,,,,,,
27,,-,200,210,N,30,40,E,SW,26.,,,,3 bones and tissue from foot; UKN,MBB,,,,,,,,
34,,,200,210,N,30,40,E,SW,27.,,1998,,Skin,AWA,,,,,,,,
6,,-,200,210,N,30,40,E,SW,27.,,,,12 teeth; adult (some bone),MBB,,,,,,,,
15,,-,200,210,N,30,40,E,SW,28.,,,,TEETH,GM,,,,,,,,
22,,-,200,210,N,30,40,E,SW,28.,,,,HAIR,GM,,,,,,,,
15,,-,200,210,N,30,40,E,SW,28.,,,,FEMUR,GM,,,,,,,,
22,,-,200,210,N,30,40,E,SW,29.,,,,BRAIN,GM,,,,,,,,
16,,-,200,210,N,30,40,E,SW,29.,,,,4 rib fragments; hair; child,MBB,,,,,,,,
34,,,200,210,N,30,40,E,SW,30.,,1998,,8 teeth; adult,AWA,,,,,,,,
12,,-,200,210,N,30,40,E,SW,30.,,,,10 TEETH AND FRAGMENTS; ADULT W/ SOME TISSUE (INCORRECT LABELING OF E/W COORDINATES),CIE,,,,,,,,
11,,,200,210,N,30,40,E,SW,33.,,,,SKIN ?,GM,,,,,,,,
11,,,200,210,N,30,40,E,SW,34.,,,,HAIR AND SCALP,GM,,,,,,,,
15,,-,200,210,N,30,40,E,SW,35.,,,,BRAIN,GM,,,,,,,,
